"xml_@ref","xml_text()","aiddata_id","iati_org_code","iati_org_name"
"16","Getafe","142309408","",""
"16","Getxo","142309408","",""
"16","Gij?_n","142309408","",""
"16","Gij??_??_n","142309408","",""
"16","Girona","142309408","",""
"16","Granada","142309408","",""
"16","Guadalajara","142309408","",""
"16","Guadix","142309408","",""
"16","Hospitalet de Llobregat (L??)","142309408","",""
"16","Ja?n","142309408","",""
"16","Jaca","142309408","",""
"16","Jerez de la Frontera","142309408","",""
"16","Laguna de Duero","142309408","",""
"16","Le?_n","142309408","",""
"16","Lebrija","142309408","",""
"16","Legan?s","142309408","",""
"16","Lena","142309408","",""
"16","Llanera","142309408","",""
"16","Lleida","142309408","",""
"16","Lloret de Mar","142309408","",""
"16","Logro?o","142309408","",""
"16","Lorca","142309408","",""
"16","Lorqu?_","142309408","",""
"16","Lugo","142309408","",""
"16","M??laga","142309408","",""
"16","M?_stoles","142309408","",""
"16","Madrid","142309408","",""
"16","Majadahonda","142309408","",""
"16","Malgrat de Mar","142309408","",""
"16","Mancomunidad de Pego","142309408","",""
"16","Manlleu","142309408","",""
"16","Manresa","142309408","",""
"16","Manzanares","142309408","",""
"16","Masnou (El)","142309408","",""
"16","Masquefa","142309408","",""
"16","Matar?_","142309408","",""
"16","Medina del Campo","142309408","",""
"16","Mejorada del Campo","142309408","",""
"16","Meliana","142309408","",""
"16","Mollet del Vall?s","142309408","",""
"16","Montcada i Reixac","142309408","",""
"16","Montorn?s del Vall?s","142309408","",""
"16","Monz?_n","142309408","",""
"16","Mugardos","142309408","",""
"16","Murcia","142309408","",""
"16","Mutxamel","142309408","",""
"16","No??in (Valle de Elorz)/Noain (Elortzibar)","142309408","",""
"16","Olot","142309408","",""
"16","Ondarroa","142309408","",""
"16","Ourense","142309408","",""
"16","Oviedo","142309408","",""
"16","Palafrugell","142309408","",""
"16","Palencia","142309408","",""
"16","Palma de Mallorca","142309408","",""
"16","Palmas de Gran Canaria (Las)","142309408","",""
"16","Pamplona/Iru?a","142309408","",""
"16","Petrer","142309408","",""
"16","Pi?lagos","142309408","",""
"16","Picanya","142309408","",""
"16","Picassent","142309408","",""
"16","Pineda de Mar","142309408","",""
"16","Poliny?","142309408","",""
"16","Ponferrada","142309408","",""
"16","Pozuelo de Alarc?_n","142309408","",""
"16","Prat de Llobregat (El)","142309408","",""
"16","Puerto Real","142309408","",""
"16","Puertollano","142309408","",""
"16","Quart de Poblet","142309408","",""
"16","Reinosa","142309408","",""
"16","Reus","142309408","",""
"16","Rinconada (La)","142309408","",""
"16","Rivas-Vaciamadrid","142309408","",""
"16","Roses","142309408","",""
"16","Rub?_","142309408","",""
"16","Salamanca","142309408","",""
"16","San Crist?_bal de La Laguna","142309408","",""
"16","San Fernando","142309408","",""
"16","San Fernando de Henares","142309408","",""
"16","San Sebasti??n de los Reyes","142309408","",""
"16","Sant Boi de Llobregat","142309408","",""
"16","Sant Cugat del Vall?s","142309408","",""
"16","Sant Fruit?_s de Bages","142309408","",""
"16","Sant Joan d??Alacant","142309408","",""
"16","Sant Joan Desp?_","142309408","",""
"16","Sant Sadurn?_ d'Anoia","142309408","",""
"16","Santa Coloma de Gramenet","142309408","",""
"16","Santa Cruz de Tenerife","142309408","",""
"16","Santa Eulalia del R?_o","142309408","",""
"16","Santa Marta de Tormes","142309408","",""
"16","Santander","142309408","",""
"16","Santo?a","142309408","",""
"16","Selva del Camp (La)","142309408","",""
"16","Sentmenat","142309408","",""
"16","Sestao","142309408","",""
"16","Sevilla","142309408","",""
"16","Solana (La)","142309408","",""
"16","Soria","142309408","",""
"16","Tafalla","142309408","",""
"16","Talavera de la Reina","142309408","",""
"16","Tarragona","142309408","",""
"16","Terrassa","142309408","",""
"16","Torrej?_n de Ardoz","142309408","",""
"16","Torrelodones","142309408","",""
"16","Torrevieja","142309408","",""
"16","Tres Cantos","142309408","",""
"16","Tudela","142309408","",""
"16","Utebo","142309408","",""
"16","Utrera","142309408","",""
"16","V?lez-M??laga","142309408","",""
"16","Valdemoro","142309408","",""
"16","Valencia","142309408","",""
"16","Valladolid","142309408","",""
"16","Valls","142309408","",""
"16","Vigo","142309408","",""
"16","Viladecavalls","142309408","",""
"16","Vilafranca del Pened?s","142309408","",""
"16","Vilanova i la Geltr?","142309408","",""
"16","Vila-real","142309408","",""
"16","Villanueva de la Ca?ada","142309408","",""
"16","Vitoria-Gasteiz","142309408","",""
"16","Zamora","142309408","",""
"16","Zaragoza","142309408","",""
"16","Zarautz","142309408","",""
"16","Zizur Mayor/Zizur Nagusia","142309408","",""
"18","MCINN - Ministerio de Ciencia e Innovaci?_n","110593436","",""
"19","MDEF - Ministerio de Defensa","110593436","",""
"19","ARAB FUND FOR ECONOMIC & SOCIAL DEVELOP.","120834146","",""
"19","NON GOVERNMENTAL ORGANISATION","142309408","",""
"20","ISLAMIC DEVELOPMENT BANK","27","",""
"21","ECONOMIC COMMISSION FOR LATIN AMERICA AN","110593522","",""
"22","ECONOMIC AND SOCIAL COMMISSION FOR WEST","120834146","",""
"24","INTERNATIONAL FINANCE CORPORATION","120834146","",""
"29","INTERNATIONAL NON-GOVERNMENTAL ORGANIZAT","142309408","",""
"30","NON-GOVERNMENTAL ORGANIZATION","142309408","",""
"42","DEVELOPMENT  NETWORK","120834146","",""
"43","Minist?re Des Affaires Etrang?","110593436","",""
"45","National Execution","110593436","",""
"64","National Execution","110593436","",""
"76","Gobierno de la Provincia de Bu","110593436","",""
"85","Gobierno","110593436","",""
"89","Ministerio Desarrollo Social -","110593436","",""
"94","Ministerio Salud-Secretar?_a Po","110593436","",""
"96","Ministerio de Trabajo, Empleo","110593436","",""
"99","MCUL - Ministerio de Cultura","110593436","",""
"99","MJUS - Ministerio de Justicia","110593436","",""
"99","MPR - Ministerio de la Presidencia","110593436","",""
"99","rAGE - Otros desembolsos de la Administraci?_n General del Estado","110593436","",""
"99","99","142309408","",""
"136","Ministry of Environment","110593436","",""
"137","Ministry of Finance","110593436","",""
"138","Ministry of Foreign Affairs","110593436","",""
"139","Ministry of Territorial Admini","110593436","",""
"157","Direct Execution","120834146","",""
"158","GOVERNMENT","110593436","",""
"175","National Execution","110593436","",""
"177","GOVERNMENT OF NETHERLANDS ANTILLES","110593548","",""
"199","National Execution","110593436","",""
"200","Organisation of Eastern Caribb","110593436","",""
"212","National Execution","110593436","",""
"225","NON-GOVERNMENT ORGANIZATION","142309408","",""
"238","National Execution","110593436","",""
"250","UNDETERMINED","142309408","",""
"256","National Execution","110593436","",""
"259","GOVERNMENT OF DEMOCRATIC REPUBLIC OF THE","110593436","",""
"273","Ministry Of Agriculture","110593436","",""
"275","CENTRAL AMER BANK FOR EOCNOMIC INTEGRAT.","120834146","",""
"277","Ministry of Trade and Industri","110593436","",""
"279","National Environment Commissio","110593436","",""
"280","EUROPEAN ECONOMIC COMMUNITY","110593622","",""
"281","INTERNATIONAL DEVELOPMENT RESEARCH CENTR","110593436","",""
"286","LEAGUE OF ARAB STATES","110593456","",""
"288","ORGANIZATION OF AMERICAN STATES","110593715","",""
"289","South of Sahara, regional","110593687","",""
"298","GOVERNMENT","110593436","",""
"299","SOROS FOUNDATION","142309408","",""
"302","UNFIP TURNER FOUNDATION","142309408","",""
"303","PAN AMERICAN HEALTH ORGANIZATION","110593715","",""
"304","FORD FOUNDATION","142309408","",""
"307","US NATIONAL COMMITTEE","142309408","",""
"311","PRIVATE SECTOR","142309408","",""
"313","INCOME GENERATED FROM PROJECTS","120834146","",""
"318","MINISTERE DE L'ENVIRONNEMENT","110593436","",""
"320","National Execution","110593436","",""
"351","Honorable Alcald?_a Municipal d","110593436","",""
"360","Ministerio de Desarrollo Soste","110593436","",""
"364","Ministerio de Participaci?_n Po","110593436","",""
"365","Ministerio de la Presidencia","110593436","",""
"366","Ministerio de Relaciones Exter","110593436","",""
"376","Prefectura del Departamento de","110593436","",""
"382","Unidad de An??lisis de Politica","142309408","",""
"389","North & Central America, regional","110593551","",""
"394","Viceministerio de Energ?_a e Hi","110593436","",""
"396","Viceministerio de Inversi?_n P?","110593436","",""
"397","Viceministerio de Medio Ambien","110593436","",""
"401","Vicepresidencia de la Rep?blic","110593436","",""
"410","Ministry Of Finance And Develo","110593436","",""
"411","Ministry of Local Government","120834146","",""
"412","National Execution","110593436","",""
"413","Non-Governmental Organisation","142309408","",""
"423","DIRECT EXECUTION","120834146","",""
"427","National Execution","110593436","",""
"428","Non-Governmental Organisation","142309408","",""
"441","GOVT as Executing and Implemen","110593436","",""
"451","Ministry of Regional Developme","110593436","",""
"451","","142309408","",""
"451","","142309408","",""
"477","GOVERNMENT","110593436","",""
"481","MINISTRY OF ENVIRONMENT","110593436","",""
"519","National Execution","110593436","",""
"536","National Execution","110593436","",""
"543","FORUM SYD","142309408","",""
"545","AGENCIA DE COOPERACION INTERNA","110593436","",""
"550","COMISION NACIONAL DE ENERGIA","110593436","",""
"551","DEPARTMENT FOR INTERNATIONAL DEVELOPMENT","110593436","",""
"554","COMISION NACIONAL  DE MEDIO AM","110593436","",""
"558","CISCO CORPORATE PHILANTHROPY","142309408","",""
"559","OFFICE OF THE HIGH COMMISSIONER FOR HUMA","120834146","",""
"560","INTERNATIONAL DEVELOPMENT AGENCY","120834146","",""
"565","DEUTSCHER ENTWICKLUNGSDIENST","142309408","",""
"572","INTENDENCIA I REGION","110593436","",""
"577","INTENDENCIA DE LA REGION METRO","110593436","",""
"583","MON-AGFUND","120834146","",""
"584","MINISTERIO DE PLANIFICACION Y","110593436","",""
"585","MINISTERIO DE EDUCACION","110593436","",""
"587","ROM-ALBA IULIA MUNICIPALITY","110593436","",""
"587","MINISTERIO DE VIVIENDA Y URBAN","110593436","",""
"592","PROGRAMA NACIONES UNIDAS PARA","120834146","",""
"593","MINISTERIO SEC. GENERAL DE L A","110593436","",""
"599","SERVICIO NACIONAL DE LA MUJER","110593436","",""
"603","Transanttiago","110593436","",""
"619","Central Asia, regional","110593741","",""
"632","National Execution","110593436","",""
"633","International Non-Govermental","142309408","",""
"634","National  Non-Govermental Orga","142309408","",""
"654","National Execution","110593436","",""
"667","Minist?re des Relations Ext?ri","110593436","",""
"669","National Execution","110593436","",""
"683","ALCALDIA MAYOR DE SANTAFE DE B","110593436","",""
"711","DEPARTAMENTO ADMINISTRATIVO DE","110593436","",""
"717","DIRECCION GENERAL PARA LA ATEN","110593436","",""
"720","DEPARTAMENTO NACIONAL DE PLANE","110593436","",""
"727","FEDERACION NACIONAL DE CAFETER","142309408","",""
"750","INSTITUTO DE HIDROLOGIA , METE","110593436","",""
"765","MINISTERIO DEL MEDIO AMBIENTE","110593436","",""
"776","MINISTERIO DE MINAS  Y ENERGIA","110593436","",""
"786","PROGRAMA DE LAS NACIONES UNID","120834146","",""
"813","Comisi?_n Gubernamental de Ozon","110593436","",""
"820","GOVT","110593436","",""
"824","MINISTERIO DE PLANIFICACION","110593436","",""
"825","Ministerio para el Medio Ambie","110593436","",""
"826","MINISTERIO DE TRABAJO DE COSTA","110593436","",""
"835","Tribunal Supremo de Elecciones","110593436","",""
"852","Ministry Of Science And Techno","110593436","",""
"854","National Execution","110593436","",""
"856","State Environmental Protection","110593436","",""
"857","State Economic and Trade Commi","110593436","",""
"875","The Ministry of Environmental","110593436","",""
"877","NATIONAL EXECUTION","110593436","",""
"881","MINISTERIO DE LA CIENCIA, TECN","110593436","",""
"884","Ministerio Inversi?_n Extranjer","110593436","",""
"897","MINISTERIO DO AMBIENTE, AGRICU","110593436","",""
"898","National Execution","110593436","",""
"908","National Execution","110593436","",""
"921","Direccion General de Aduanas","110593436","",""
"928","PROGRAMA DE LAS NACIONES UNIDA","120834146","",""
"942","National Execution","110593436","",""
"953","Direct Execution","120834146","",""
"983","BYE-FOUNDATION OPEN SOCIETY IN","142309408","",""
"997","MINISTERIO DE ENERGIA Y MINAS","110593436","",""
"1000","MINISTERIO DE LA VIVIENDA","110593436","",""
"1001","MINISTERIO DE MEDIO AMBIENTE","110593436","",""
"1005","Municipio de Cuenca","110593436","",""
"1011","MUNICIPIO DEL DISTRITO METROPO","110593436","",""
"1030","General Organizattion For Phys","110593436","",""
"1031","International Atomic Energy Ag","120834146","",""
"1032","Information Decision Support C","110593436","",""
"1035","Ministry Of Communication & In","110593436","",""
"1036","Ministry Of International Coop","110593436","",""
"1038","Ministry Of State For Administ","110593436","",""
"1039","Ministry Of State For Environm","110593436","",""
"1041","Ministry Of Finance","110593436","",""
"1042","Ministry Of Foreign Affairs","110593436","",""
"1043","Ministry Of Health And Populat","110593436","",""
"1045","Ministry Of Planning","110593436","",""
"1048","National Execution","110593436","",""
"1049","PAK-GOVERNMENT OF PUNJJAB","110593436","",""
"1052","Social Fund for Development","110593436","",""
"1064","GEO-GOVERNMENT","110593436","",""
"1068","MOL-GOVERNMENT","110593436","",""
"1070","PAN-GOVT","110593436","",""
"1093","MINISTERIO DE AGRICULTURA Y GA","110593436","",""
"1094","MINISTERIO DEL MEDIO AMBIENTE","110593436","",""
"1095","MINISTERIO DE EDUCACION","110593436","",""
"1098","NON-GOVERNMENTAL ORGANIZATION","142309408","",""
"1104","PROGRAMA DE LAS NACIONES UNIDA","120834146","",""
"1130","National Execution","110593436","",""
"1142","Ministry Of Land, Water & Envi","110593436","",""
"1144","National Execution","110593436","",""
"1183","Environment Protection Authori","110593436","",""
"1187","Ministry Of Economi C Developm","110593436","",""
"1190","Ministry of Finance and Econom","110593436","",""
"1193","National Execution ( Governmen","110593436","",""
"1194","Non-Governmental Organisation","142309408","",""
"1217","DIRECT EXECUTION","120834146","",""
"1224","National Execution","110593436","",""
"1241","National Execution","110593436","",""
"1252","National Execution","110593436","",""
"1256","ROM-OTHER LOCAL AUTHORITIES","142309408","",""
"1267","National Execution","110593436","",""
"1278","ROM-MINISTRY OF CULTURE & RELI","110593436","",""
"1293","DIRECT EXECUTION","120834146","",""
"1296","GOVERNMENT","110593436","",""
"1302","National Execution","110593436","",""
"1317","National Execution","110593436","",""
"1336","CONSEJO NACIONAL DE AREAS PROT","110593436","",""
"1350","MINISTERIO DE AMBIENTE Y RECUR","110593436","",""
"1351","MINISTERIO DE CULTURA Y DEPORT","110593436","",""
"1356","MINISTERIO DE GOBERNACION","110593436","",""
"1357","MINISTERIO PUBLICO","110593436","",""
"1359","MINISTERIO DE SALUD PUBLICA Y","110593436","",""
"1363","ORGANISMO JUDICIAL","110593436","",""
"1365","ONG NAC","142309408","",""
"1367","OTRO","110593436","",""
"1368","PROCURADURIA DE LOS DERECHOS H","110593436","",""
"1369","PROGRAMA DE NACIONES UNIDAS PA","120834146","",""
"1370","PRESIDENCIA DE LA REPUBLICA","110593436","",""
"1376","SECRETARIA DE PLANIFICACION Y","110593436","",""
"1377","SECRETARIA PARA LA PAZ","110593436","",""
"1379","SECRETARIA DE COORDINACION EJE","110593436","",""
"1381","TRIBUNAL SUPREMO ELECTORAL","110593436","",""
"1392","National Execution","110593436","",""
"1416","MINISTRY OF AGRICULTURE","110593436","",""
"1417","MINISTRY OF FINANCE","120834146","",""
"1420","OFFICE OF THE PRESIDENT","110593436","",""
"1421","Office of the Prime Minister","110593436","",""
"1427","Bureau du Premier Ministre","110593436","",""
"1430","Ministere de l'Environnement","110593436","",""
"1443","Ministere de la Planification","110593436","",""
"1446","Programme des Nations Unies po","120834146","",""
"1463","Central American Bank for Econ","110593436","",""
"1471","CORPORACION HONDURE??A DE DESAR","110593436","",""
"1479","EJECUCION DIRECTA","120834146","",""
"1494","EMPRESA HONDURE??A DE TELECOMUN","110593436","",""
"1501","NAM-NATIONAL INSTITUTE FOR EDU","142309408","",""
"1503","MINISTERIO DE LA PRESIDENCIA D","110593436","",""
"1511","PROGRAMA DE LAS NACIONES UNIDA","110593436","",""
"1514","SECRETARIA DE AGRICULTURA Y GA","110593436","",""
"1516","SERVICIO NACIONAL DE ACUEDUCTO","110593436","",""
"1518","SECRETARIA DE RECURSOS NATURAL","110593436","",""
"1519","SECRETARIA TECNICA Y DE COOPER","110593436","",""
"1520","SECRETARIA DE GOBERNACION Y JU","110593436","",""
"1523","TRIBUNAL NACIONAL DE ELECCIONE","110593436","",""
"1533","Deptt. of Rural Developmt, Gov","110593436","",""
"1542","Ministry Of Non-conventional E","110593436","",""
"1543","Ministry Of Environment And Fo","110593436","",""
"1544","Ministry Of Home Affairs","110593436","",""
"1545","Ministry Of Rural Development","110593436","",""
"1545","GEO-OSCE","94184885","",""
"1546","Ministry of Steel","110593436","",""
"1548","Ministry Of Urban Development","110593436","",""
"1549","National Execution","110593436","",""
"1550","NGO Execution","142309408","",""
"1560","GUA-OTROS","142309408","",""
"1566","National Development Planning","110593436","",""
"1574","National Execution","110593436","",""
"1598","National Execution","110593436","",""
"1620","Direct Execution","120834146","",""
"1622","National Execution","110593436","",""
"1622","CPR-PRIVATE SECTOR","142309408","",""
"1637","Ministry of Industry, Commerc","110593436","",""
"1638","Ministry of Local Government a","110593436","",""
"1643","National Environment & Plannin","110593436","",""
"1647","Office of Disaster Preparednes","120834146","",""
"1649","THA-ROCKEFELLER FOUNDATION","142309408","",""
"1659","Petrolieum Corporation of Jamc","110593436","",""
"1664","National Execution","110593436","",""
"1666","Non-Governmental Organisation","142309408","",""
"1675","Agency for Civil Service Affai","110593436","",""
"1684","Ministry of Emergency Situatio","110593436","",""
"1693","Ministry of Economy and Budget","110593436","",""
"1694","Ministry of Environmental Prot","110593436","",""
"1695","Ministry of Agriculture","110593436","",""
"1697","Ministry of Labour of the Repu","110593436","",""
"1698","National Commission on Family","110593436","",""
"1713","Arid Lands Resource Management","110593436","",""
"1714","DIRECT EXECUTION","120834146","",""
"1718","INTERNATIONAL ORGANIZATION FOR","120834146","",""
"1721","Ministry of  Environment and","110593436","",""
"1724","Ministry Of Planning and Natio","110593436","",""
"1726","National Execution","110593436","",""
"1727","Non Governmental Organization","110593436","",""
"1728","Office Of The President","110593436","",""
"1742","Direct Execution","120834146","",""
"1752","National Execution","110593436","",""
"1762","GOVERNMENT","110593436","",""
"1781","National Execution","110593436","",""
"1783","NIR-UN AIDS","120834146","",""
"1817","Council For Development And Re","110593436","",""
"1824","Investment Development Authori","110593436","",""
"1828","Lebanese  Agriculture Research","110593436","",""
"1829","Ministry of Energy and Water","110593436","",""
"1832","Ministry Of Environment","110593436","",""
"1834","Ministry Of Finance","110593436","",""
"1835","Ministry Of Justice","110593436","",""
"1836","Ministry Of Social Affairs","110593436","",""
"1837","National Demining Office","110593436","",""
"1838","National Execution","110593436","",""
"1839","Non-Governmental Organisation","142309408","",""
"1841","Parlement Libanais","110593436","",""
"1842","Prime Minister Office","110593436","",""
"1854","ESCAP","120834146","",""
"1855","National Execution","110593436","",""
"1856","World Intellectual Property Or","120834146","",""
"1864","World Trade Organization","142309408","",""
"1867","Direct  Excution","120834146","",""
"1872","National Execution","110593436","",""
"1885","Ministry Of Planning & Economi","110593436","",""
"1904","NATIONAL EXECUTION","110593436","",""
"1916","NATIONAL EXECUTION","110593436","",""
"1918","National Execution","110593436","",""
"1932","Ministry Of Science, Technolog","110593436","",""
"1933","National Execution","110593436","",""
"1950","Ministry of Economic Developme","110593436","",""
"1951","Ministry of Environment","110593436","",""
"1952","Ministry of Fisheries","110593436","",""
"1953","National Execution","110593436","",""
"1971","National Execution","110593436","",""
"1983","Direct Execution","120834146","",""
"1986","National Execution","110593436","",""
"2002","National Execution","110593436","",""
"2022","Comisi?_n Nal. para el Conocimi","110593436","",""
"2023","Comisi?_n Nacional de Areas Nat","110593436","",""
"2032","GOBIERNO DEL ESTADO DE CAMPECH","110593436","",""
"2034","INVESTIGACION Y EDUC POP AUTOG","110593436","",""
"2035","INSTITUTO FEDERAL ELECTORAL","110593436","",""
"2036","Instituto de Investigaciones E","110593436","",""
"2040","Instituto Nacional de Ecolog?_a","110593436","",""
"2043","Instituto Nacional de las Muje","110593436","",""
"2055","SECRETARIA DE DESARROLLO SOCIA","110593436","",""
"2056","Secretaria de Medio Ambiente,","110593436","",""
"2061","SECRETARIA DE RELACIONES EXTER","110593436","",""
"2072","SEDEFRSUR Chiapas","110593436","",""
"2077","National Execution","110593436","",""
"2095","National Execution","110593436","",""
"2106","GOVERNMENT","110593436","",""
"2123","Ministry Of Infrastructure Dev","110593436","",""
"2124","Ministry Of Nature And Environ","110593436","",""
"2128","National Execution","110593436","",""
"2129","Office of the Prime Minister","110593436","",""
"2147","National Execution","110593436","",""
"2169","Ministry Of State Administrati","110593436","",""
"2171","Ministry Of Justice","110593436","",""
"2172","National Execution","110593436","",""
"2209","Ministry of Environment and To","110593436","",""
"2210","Ministry of Mines and Energy","110593436","",""
"2211","National Execution","110593436","",""
"2223","Department Of National Parks A","110593436","",""
"2230","Ministry Of Industry","110593436","",""
"2231","Ministry Of Local Development","110593436","",""
"2232","Ministry of Science and Techno","110593436","",""
"2234","National Execution","110593436","",""
"2236","National Planning Commission","110593436","",""
"2248","National Execution","110593436","",""
"2262","Asamblea Nacional","110593436","",""
"2284","INSTITUTO NICARAGUENSE DE LA M","110593436","",""
"2286","INSTITUTO NICARAGUENSE DE TURI","110593436","",""
"2287","Instituto Nicarag?_ense de Vivi","110593436","",""
"2289","MINISTERIO DE AMBIENTE Y RECUR","110593436","",""
"2293","MINISTERIO DE RELACIONES EXTER","110593436","",""
"2299","PRESIDENCIA DE LA REPUBLICA","110593436","",""
"2303","SECRETARIA DE COOPERACION EXTE","110593436","",""
"2304","SECRETARIA EJECUTIVA SISTEMA N","110593436","",""
"2323","National Execution","110593436","",""
"2343","International Maritime Organiz","120834146","",""
"2366","National Execution","110593436","",""
"2368","Non-Governmental Organisation","142309408","",""
"2396","GOVT","110593436","",""
"2402","MINISTERIO DE ECONOMIA Y FINAN","110593436","",""
"2403","MINISTERIO DE COMERCIO E INDUS","110593436","",""
"2406","MINISTERIO DE GOBIERNO Y JUSTI","110593436","",""
"2407","MINISTERIO DE LA PRESIDENCIA","110593436","",""
"2408","MINISTERIO DE SALUD","110593436","",""
"2428","MINISTERIO DE HACIENDA","110593436","",""
"2429","MINISTERIO INDUSTRIA Y COMERCI","110593436","",""
"2431","ORGANISMO NO GUBERNAMENTAL","142309408","",""
"2439","DEFENSORIA DEL PUEBLO","110593436","",""
"2441","GOVERNMENT","110593436","",""
"2445","MINISTERIO DE EDUCACION","110593436","",""
"2447","MINISTERIO DE   RELACIONES EXT","110593436","",""
"2449","National Execution (Gvt as Exe","110593436","",""
"2467","Civil Service Commission","110593436","",""
"2472","Department of Environment and","110593436","",""
"2473","Department of Interior and Loc","110593436","",""
"2474","Department of Energy","110593436","",""
"2477","Environmental Management Burea","110593436","",""
"2487","National Anti-Poverty Commissi","110593436","",""
"2488","National Commission on Indigen","120834146","",""
"2489","National Economic and Developm","110593436","",""
"2490","National Execution","110593436","",""
"2491","Non-Governmental Organisation","142309408","",""
"2492","Protected Areas and Wildlife B","110593436","",""
"2507","Climate Change Commission","110593436","",""
"2509","National Execution","110593436","",""
"2510","Department of National Plannin","110593436","",""
"2512","NGO (Int'l)","142309408","",""
"2529","Direct Execution","120834146","",""
"2535","Organisation non Gouvernementa","142309408","",""
"2536","National Execution","110593436","",""
"2597","Direct Execution","120834146","",""
"2631","GOVERNMENT","110593436","",""
"2641","NGO'S","142309408","",""
"2656","GOVERNMENT","110593436","",""
"2664","Ministry of Natural Resources","110593436","",""
"2668","NEX","110593436","",""
"2669","OPS","120834146","",""
"2691","Ministere Des Finances Et De L","110593436","",""
"2693","Minist?re Des Terres, De La R?","110593436","",""
"2695","National Execution","110593436","",""
"2710","National Execution","110593436","",""
"2727","Ministry of Communication and","120834146","",""
"2728","National Execution","110593436","",""
"2729","South Pacific Regional Environ","110593436","",""
"2743","National Execution","110593436","",""
"2755","National Execution","110593436","",""
"2758","PNUD","120834146","",""
"2762","DIRECT EXECUTION","120834146","",""
"2768","National Execution","110593436","",""
"2801","GOVERNMENT","110593436","",""
"2848","Ministry Of Forestry & Environ","110593436","",""
"2850","National Execution","110593436","",""
"2862","Direct execution","120834146","",""
"2866","National Execution","110593436","",""
"2875","Direct Execution","120834146","",""
"2881","National Execution","110593436","",""
"2882","International Non-Governmental","142309408","",""
"2897","National Execution","110593436","",""
"2907","DIRECT EXECUTION","120834146","",""
"2925","The State Planning Commission","110593436","",""
"2941","MINISTRY OF FOREIGN AFFAIRS","110593436","",""
"2943","MINISTRY OF ECONOMY","110593436","",""
"2946","NATIONAL EXECUTION","110593436","",""
"2970","National Execution","110593436","",""
"2972","Non-Governmental Organisation","142309408","",""
"2982","Direct Execution","120834146","",""
"2988","Direct Execution","120834146","",""
"2993","Direct Execution","120834146","",""
"2996","National Execution","110593436","",""
"3012","DEPARTMENT FOR DEVELOPMENT COO","110593436","",""
"3015","Environmental Management Autho","110593436","",""
"3025","MINISTRY OF PLANNING AND DEVEL","110593436","",""
"3027","Ministry of National security","110593436","",""
"3028","Ministry of the Environment","110593436","",""
"3029","Ministry of Health","110593436","",""
"3047","Tobago House of Assembly","110593436","",""
"3048","THE GOVERNMENT OF TRINIDAD AND","110593436","",""
"3061","GOVERNMENT","110593436","",""
"3063","Ministry of Environment","110593436","",""
"3065","Ministry of Social Welfare in","110593436","",""
"3066","Other","142309408","",""
"3079","Direct Execution","120834146","",""
"3087","National Execution","110593436","",""
"3088","Non-Governmental Organisation","142309408","",""
"3100","GOVT as Executing and Implemen","110593436","",""
"3106","MINISTRY OF AGRICULTURE","110593436","",""
"3125","National Execution","110593436","",""
"3141","National Execution","110593436","",""
"3158","GOVERNMENT","110593436","",""
"3227","National Environment Managemen","110593436","",""
"3228","National Execution","110593436","",""
"3230","Prime Minister's Office","110593436","",""
"3263","Comisi?_n T?cnica Gubernamental","110593436","",""
"3269","Direcci?_n Nacional de medio Am","110593436","",""
"3280","Intendencia Municipal de Canel","110593436","",""
"3282","INSTITUTO NACIONAL DEL MENOR","110593436","",""
"3296","Ministerio del Interior","110593436","",""
"3297","Ministerio de Industria, Energ","110593436","",""
"3302","MINISTERIO DE VIVIENDA, ORDENA","110593436","",""
"3304","OFICINA DE PLANEAMIENTO Y  PRE","110593436","",""
"3308","Presidencia de la Rep?blica","110593436","",""
"3311","SUPREMA CORTE DE JUSTICIA","110593436","",""
"3312","Secretaria Presidencia de la R","110593436","",""
"3328","National Execution","110593436","",""
"3338","GOVERNMENT","110593436","",""
"3340","UZB MINISTRY OF ECONOMICS","110593436","",""
"3354","UZBEK STATE COMMITTEE FOR NATU","110593436","",""
"3374","FUND. DEL EDO. SIST. NAC.DE OR","110593436","",""
"3376","FONDO VENEZOLANO DE RECONVERSI","110593436","",""
"3392","MINIST.  DEL AMBIENTE Y DE LOS","110593436","",""
"3405","MINISTERIO DE PLANIFICACI??N Y","110593436","",""
"3406","MINISTERIO DE RELACIONES EXTER","110593436","",""
"3428","Central Committee For Floods A","110593436","",""
"3429","Committtee for Economic and Bu","110593436","",""
"3437","Ministry Of Agriculture And Ru","110593436","",""
"3438","Ministry Of Finance","110593436","",""
"3439","Ministry Of Foreign Affairs","110593436","",""
"3440","Ministry of Home Affair","110593436","",""
"3441","Ministry Of Justice","110593436","",""
"3442","Ministry Of Labour, War Invali","110593436","",""
"3443","Ministry of Natural Resources","110593436","",""
"3444","Ministry Of Science, Technolog","110593436","",""
"3445","Ministry Of Planning And Inves","110593436","",""
"3447","National Execution","110593436","",""
"3448","Office Of National Assembly","110593436","",""
"3464","Ministry of Industry and Trade","110593436","",""
"3465","Ethnic Minority Committee","110593436","",""
"3466","Vietnam Academy of Social Scie","110593436","",""
"3468","Ministry Of Planning & Interna","110593436","",""
"3469","National Execution","110593436","",""
"3500","Ministry Of Finance And Econom","110593436","",""
"3501","Ministry of Tourism, Environme","110593436","",""
"3502","National Execution","110593436","",""
"3519","NATIONAL AIDS COUNCIL","110593436","",""
